Cat Course,Subj Code,Crse Numb,Csta Code,Long Course Title,Coll Code,Coll Desc,Dept Desc,Cat Preq Term Code Eff,Cat Preq Seqno,Cat Preq Connector,Cat Preq Conn Desc,Cat Preq Lparen,Cat Preq Course,Cat Preq Subj Code,Cat Preq Crse Numb,Cat Preq Levl Code,Cat Preq Min Grde,Preq,Cat Preq Concurrency Ind,Cat Preq Rparen,Cat Preq Tesc Code,Cat Preq Test Score
GMAP 345,GMAP,345,A,Game Development Foundations,A,Antoinette Westphal COMAD,Digital Media,201915,2,,,(,ANIM 141,ANIM,141,UG,D,1,,,,
GMAP 345,GMAP,345,A,Game Development Foundations,A,Antoinette Westphal COMAD,Digital Media,201915,6,O,Or,,CS 265,CS,265,UG,D,1,,),,
GMAP 345,GMAP,345,A,Game Development Foundations,A,Antoinette Westphal COMAD,Digital Media,201915,4,O,Or,,DIGM 141,DIGM,141,UG,D,1,,,,
GMAP 360,GMAP,360,A,Game Design from the Player’s Perspective,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP 367,GMAP,367,A,Character Animation for Gaming,A,Antoinette Westphal COMAD,Digital Media,201915,6,O,Or,,GMAP 231,GMAP,231,UG,D,1,Y,),,
GMAP 367,GMAP,367,A,Character Animation for Gaming,A,Antoinette Westphal COMAD,Digital Media,201915,4,A,And,(,GMAP 345,GMAP,345,UG,D,1,,,,
GMAP 367,GMAP,367,A,Character Animation for Gaming,A,Antoinette Westphal COMAD,Digital Media,201915,1,,,,ANIM 211,ANIM,211,UG,D,1,,,,
GMAP 367,GMAP,367,A,Character Animation for Gaming,A,Antoinette Westphal COMAD,Digital Media,201915,5,O,Or,,CS 345,CS,345,UG,D,1,,,,
GMAP 368,GMAP,368,A,Artificial Intelligence in Gaming,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,GMAP 231,GMAP,231,UG,D,1,,),,
GMAP 368,GMAP,368,A,Artificial Intelligence in Gaming,A,Antoinette Westphal COMAD,Digital Media,201815,3,O,Or,,CS 345,CS,345,UG,D,1,,),,
GMAP 368,GMAP,368,A,Artificial Intelligence in Gaming,A,Antoinette Westphal COMAD,Digital Media,201815,2,,,(,GMAP 345,GMAP,345,UG,D,1,,,,
GMAP 368,GMAP,368,A,Artificial Intelligence in Gaming,A,Antoinette Westphal COMAD,Digital Media,201815,4,A,And,(,CS 172,CS,172,UG,D,1,,,,
GMAP 369,GMAP,369,A,Mobile Game Development,A,Antoinette Westphal COMAD,Digital Media,201915,2,O,Or,,CS 345,CS,345,UG,D,1,,,,
GMAP 369,GMAP,369,A,Mobile Game Development,A,Antoinette Westphal COMAD,Digital Media,201915,1,,,,GMAP 345,GMAP,345,UG,D,1,,,,
GMAP 377,GMAP,377,A,Game Development: Workshop I,A,Antoinette Westphal COMAD,Digital Media,201815,2,,,,GMAP 345,GMAP,345,UG,D,1,,,,
GMAP 377,GMAP,377,A,Game Development: Workshop I,A,Antoinette Westphal COMAD,Digital Media,201815,5,O,Or,,CS 345,CS,345,UG,D,1,,,,
GMAP 377,GMAP,377,A,Game Development: Workshop I,A,Antoinette Westphal COMAD,Digital Media,201815,4,O,Or,,DIGM 345,DIGM,345,UG,D,1,,,,
GMAP 378,GMAP,378,A,Game Development: Workshop II,A,Antoinette Westphal COMAD,Digital Media,201115,2,,,,GMAP 377,GMAP,377,UG,D,1,,,,
GMAP 378,GMAP,378,A,Game Development: Workshop II,A,Antoinette Westphal COMAD,Digital Media,201115,4,O,Or,,DIGM 361,DIGM,361,UG,D,1,,,,
GMAP 399,GMAP,399,A,Independent Project in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP 547,GMAP,547,A,Serious Games,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,DIGM 506,DIGM,506,GR,B,1,,,,
GMAP 548,GMAP,548,A,Experimental Games,A,Antoinette Westphal COMAD,Digital Media,201815,1,,,,DIGM 506,DIGM,506,GR,B,1,,,,
GMAP 560,GMAP,560,A,Game Design from the Player’s Perspective,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP I199,GMAP,I199,A,Independent Study in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP I299,GMAP,I299,A,Independent Study in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP I399,GMAP,I399,A,Independent Study in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP I499,GMAP,I499,A,Independent Study in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP T180,GMAP,T180,A,Special Topics in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP T280,GMAP,T280,A,Special Topics in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP T380,GMAP,T380,A,Special Topics in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GMAP T480,GMAP,T480,A,Special Topics in Game Art and Production,A,Antoinette Westphal COMAD,Digital Media,,,,,, ,,,,,1,,,,
GRAD 511,GRAD,511,A,Foundations in Evidence-Based STEM Pedagogy,GD,Graduate College,Graduate College,,,,,, ,,,,,1,,,,
GRAD 512,GRAD,512,A,Advanced Undergraduate STEM Pedagogical Techniques,GD,Graduate College,Graduate College,201715,1,,,,GRAD 511,GRAD,511,GR,B,1,,,,
GRAD 513,GRAD,513,A,Improving STEM Education Through Research,GD,Graduate College,Graduate College,201715,1,,,,GRAD 511,GRAD,511,GR,B,1,,,,
GRAD 514,GRAD,514,A,STEM Program Evaluation and Assessment,GD,Graduate College,Graduate College,201715,1,,,,GRAD 511,GRAD,511,GR,B,1,,,,
GRAD T580,GRAD,T580,A,Special Topics,GD,Graduate College,Graduate College,,,,,, ,,,,,1,,,,
GRAD T680,GRAD,T680,A,Special Topics,GD,Graduate College,Graduate College,,,,,, ,,,,,1,,,,
GRAD T780,GRAD,T780,A,Special Topics,GD,Graduate College,Graduate College,,,,,, ,,,,,1,,,,
GRAD T880,GRAD,T880,A,Special Topics,GD,Graduate College,Graduate College,,,,,, ,,,,,1,,,,
GREC 101,GREC,101,A,Modern Elementary Greek I,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC 102,GREC,102,A,Modern Elementary Greek II,AS,Arts and Sciences,Global Studies & Modern Langs,200715,2,,,,GREC 101,GREC,101,UG,D,1,,,,
GREC 103,GREC,103,A,Modern Elementary Greek III,AS,Arts and Sciences,Global Studies & Modern Langs,200715,2,,,,GREC 102,GREC,102,UG,D,1,,,,
GREC 201,GREC,201,A,Intermediate Modern Greek I,AS,Arts and Sciences,Global Studies & Modern Langs,201115,2,,,,GREC 103,GREC,103,UG,D,1,,,,
GREC 212,GREC,212,A,Introduction to Greek Folklore,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC 225,GREC,225,A,Introduction to Greek Music & Dance,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC 280,GREC,280,A,Communicate in Greek: Philoxenia,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC 313,GREC,313,A,"Greek History, Economy & Society",AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC I199,GREC,I199,A,Independent Study in GREC,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC I299,GREC,I299,A,Independent Study in GREC,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC I399,GREC,I399,A,Independent Study in GREC,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GREC I499,GREC,I499,A,Independent Study in GREC,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GST 101,GST,101,A,Becoming Global: Language and Cultural Context,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GST 102,GST,102,A,Understanding Global: Markets and Governance,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GST 435,GST,435,A,Model Organization of American States,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GST I399,GST,I399,A,Independent Study in Global Studies,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GST T280,GST,T280,A,Special Topics in Global Studies,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GST T380,GST,T380,A,Special Topics in Global Studies,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
GSTD 100,GSTD,100,A,Strategies for Academic Success,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 111,GSTD,111,A,Learning Skills & Strategies,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 200,GSTD,200,A,Lifelong Learning Theory & Practice,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 201,GSTD,201,A,Professional Applications of Emotional Intelligence,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 302,GSTD,302,A,Customer Service Theory & Practice,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 303,GSTD,303,A,Client Relations Management,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 360,GSTD,360,A,Applied Organizational Research,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 380,GSTD,380,A,Advanced Special Topics in General Studies,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 400,GSTD,400,A,Practicum,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD 491,GSTD,491,A,Senior Project in General Studies,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD I199,GSTD,I199,A,Independent Study in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD I299,GSTD,I299,A,Independent Study in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD I399,GSTD,I399,A,Independent Study in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD I499,GSTD,I499,A,Independent Study in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD T180,GSTD,T180,A,Special Topics in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD T280,GSTD,T280,A,Special Topics in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD T380,GSTD,T380,A,Special Topics in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
GSTD T480,GSTD,T480,A,Special Topics in GSTD,GC,Goodwin Coll of Prof Studies,Evening and Professional Studi,,,,,, ,,,,,1,,,,
HBRW 101,HBRW,101,A,Introduction to Hebrew I,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW 102,HBRW,102,A,Introduction to Hebrew II,AS,Arts and Sciences,Global Studies & Modern Langs,201115,2,,,,HBRW 101,HBRW,101,UG,D,1,,,,
HBRW 103,HBRW,103,A,Introduction to Hebrew III,AS,Arts and Sciences,Global Studies & Modern Langs,201115,2,,,,HBRW 102,HBRW,102,UG,D,1,,,,
HBRW 201,HBRW,201,A,Hebrew IV,AS,Arts and Sciences,Global Studies & Modern Langs,201615,2,,,,HBRW 103,HBRW,103,UG,C,1,,,,
HBRW 202,HBRW,202,A,Hebrew V,AS,Arts and Sciences,Global Studies & Modern Langs,201615,2,,,,HBRW 201,HBRW,201,UG,C,1,,,,
HBRW 310,HBRW,310,A,Advanced Writing and Speaking,AS,Arts and Sciences,Global Studies & Modern Langs,201715,1,,,,HBRW 202,HBRW,202,UG,C,1,,,,
HBRW 410,HBRW,410,A,Advanced Grammar and Translation,AS,Arts and Sciences,Global Studies & Modern Langs,201715,1,,,,HBRW 310,HBRW,310,UG,C,1,,,,
HBRW I199,HBRW,I199,A,Independent Study in HBRW,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW I299,HBRW,I299,A,Independent Study in HBRW,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW I399,HBRW,I399,A,Independent Study in HBRW,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW I499,HBRW,I499,A,Independent Study in HBRW,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW T180,HBRW,T180,A,Special Topics in Hebrew,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW T280,HBRW,T280,A,Special Topics in Hebrew,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW T380,HBRW,T380,A,Special Topics in Hebrew,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HBRW T480,HBRW,T480,A,,AS,Arts and Sciences,Global Studies & Modern Langs,,,,,, ,,,,,1,,,,
HIST 100,HIST,100,A,American History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 101,HIST,101,A,Introductory Seminar in History I,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 102,HIST,102,A,Introductory Seminar in History II,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 125,HIST,125,A,The History of Drexel University,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 161,HIST,161,A,Themes in World Civilization I,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 162,HIST,162,A,Themes in World Civilization II,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 163,HIST,163,A,Themes in World Civilization III,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 201,HIST,201,A,United States History to 1815,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 202,HIST,202,A,"United States History, 1815-1900",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 203,HIST,203,A,United States History since 1900,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 208,HIST,208,A,Women in American History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 212,HIST,212,A,Themes in African-American History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 214,HIST,214,A,United States Civil Rights Movement,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 215,HIST,215,A,American Slavery,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 216,HIST,216,A,Freedom in America,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 218,HIST,218,A,Race and Film in United States History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 222,HIST,222,A,History of Work & Workers in America,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 230,HIST,230,A,United States Military History I (before 1900),AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 231,HIST,231,A,US Military History II (since 1900),AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 234,HIST,234,A,The United States Civil War,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 235,HIST,235,A,"The Great War, 1914-1918",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 236,HIST,236,A,World War II,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 239,HIST,239,A,The Pacific War,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 245,HIST,245,A,"England to Elizabeth, to 1558",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 246,HIST,246,A,"England from Elizabeth to Waterloo, 1558-1815",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 247,HIST,247,A,"Modern England, 1815 - present",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 249,HIST,249,A,Modern Jewish History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 250,HIST,250,A,"European Revolutionary Movements and Ideology, 1815-1914",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 251,HIST,251,A,Fascism,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 253,HIST,253,A,Jewish Life and Culture in the Middle Ages,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 254,HIST,254,A,Russian History Before 1900,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 255,HIST,255,A,Twentieth Century Russia & the USSR,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 256,HIST,256,A,Germany & the World of Hitler,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 257,HIST,257,A,The Reformation Age,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 258,HIST,258,A,History of Europe in the 19th Century,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 259,HIST,259,A,History of Europe in the 20th Century,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 260,HIST,260,A,"Coexistence and Conflict: Jews, Christians, and Muslims in the Early Mediterranean",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 261,HIST,261,A,Making of Modern South Asia,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 263,HIST,263,A,The World and China,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 264,HIST,264,A,East Asia in Modern Times,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 267,HIST,267,A,Twentieth Century World I,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 268,HIST,268,A,Twentieth Century World II,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 270,HIST,270,A,Introduction to Latin American History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 271,HIST,271,A,History of Mexico,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 275,HIST,275,A,History of Pennsylvania,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 276,HIST,276,A,The History of Philadelphia,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 283,HIST,283,A,Technology and Identity,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 285,HIST,285,A,Technology in Historical Perspective,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 287,HIST,287,A,History of Science: Ancient to Medieval,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 288,HIST,288,A,History of Science: Medieval to Enlightenment,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 289,HIST,289,A,History of Science: Enlightenment to Modernity,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 290,HIST,290,A,Technology and the World Community,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 291,HIST,291,A,Global History of Engineering,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 292,HIST,292,A,Technology in American Life,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 296,HIST,296,A,Research Methods in History I,AS,Arts and Sciences,History,201515,1,,,,HIST 102,HIST,102,UG,D,1,,,,
HIST 301,HIST,301,A,The Study of History,AS,Arts and Sciences,History,200615,2,,,,HIST 296,HIST,296,UG,D,1,,,,
HIST 302,HIST,302,A,"The Study of Science, Technology, and Environment in History",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 303,HIST,303,A,The Study of Global History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 315,HIST,315,A,History of Capitalism,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 316,HIST,316,A,History of American Business,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 320,HIST,320,A,Disaster in Global History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 321,HIST,321,A,Themes in Global Environmental History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 322,HIST,322,A,Empire and Environment,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 331,HIST,331,A,The American Revolution,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 333,HIST,333,A,U.S.-Mexican War,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 334,HIST,334,A,American Empire in the Nineteenth Century,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 338,HIST,338,A,The Vietnam War,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 340,HIST,340,A,"History of Bodies in Science, Technology, and Medicine",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 341,HIST,341,A,Disabilities in History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 355,HIST,355,A,Venice and the Mediterranean from the Middle Ages to Napoleon,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 365,HIST,365,A,Science and State Power: Colonialism,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 370,HIST,370,A,Conquest of Mexico,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 380,HIST,380,A,Advanced History Seminar,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 385,HIST,385,A,"Transnational History of Science, Technology and Environment",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 396,HIST,396,A,Research Methods in History II,AS,Arts and Sciences,History,201515,1,,,,HIST 301,HIST,301,UG,D,1,,,,
HIST 490,HIST,490,A,Senior Seminar I,AS,Arts and Sciences,History,201515,2,,,,HIST 301,HIST,301,UG,D,1,,,,
HIST 490,HIST,490,A,Senior Seminar I,AS,Arts and Sciences,History,201515,4,A,And,,HIST 396,HIST,396,UG,D,1,,,,
HIST 491,HIST,491,A,Senior Seminar II,AS,Arts and Sciences,History,201515,2,,,,HIST 490,HIST,490,UG,D,1,,,,
HIST 502,HIST,502,A,Themes in Urban History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 696,HIST,696,A,"Seminar in Science, Technology, and Society",AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST 697,HIST,697,A,Practicum: Science and Technology in Action,AS,Arts and Sciences,History,201115,2,,,,HIST 696,HIST,696,GR,C,1,,,,
HIST 698,HIST,698,A,Master's Thesis,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I199,HIST,I199,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I299,HIST,I299,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I399,HIST,I399,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I499,HIST,I499,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I599,HIST,I599,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I699,HIST,I699,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I799,HIST,I799,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I899,HIST,I899,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST I999,HIST,I999,A,Independent Study in HIST,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST T180,HIST,T180,A,Special Topics in History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST T280,HIST,T280,A,Special Topics in History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST T380,HIST,T380,A,Special Topics in History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HIST T480,HIST,T480,A,Special Topics in History,AS,Arts and Sciences,History,,,,,, ,,,,,1,,,,
HLSO 101,HLSO,101,A,Intro to Health & Society,NH,Nursing & Health Professions,Health Sciences,,,,,, ,,,,,1,,,,
HLSO 301,HLSO,301,A,Rhetoric and Reality of Health Care,NH,Nursing & Health Professions,Health Sciences,200815,2,,,,ENGL 101,ENGL,101,UG,D,1,,,,
HLSO 302,HLSO,302,A,Consumer-Driven Health Care,NH,Nursing & Health Professions,Health Sciences,200815,2,,,,ENGL 101,ENGL,101,UG,D,1,,,,
HLSO 303,HLSO,303,A,Urban Health Care,NH,Nursing & Health Professions,Health Sciences,200815,2,,,,ENGL 101,ENGL,101,UG,D,1,,,,
HLSO 304,HLSO,304,A,Health Care and Quality Improvement,NH,Nursing & Health Professions,Health Sciences,200815,2,,,,ENGL 101,ENGL,101,UG,D,1,,,,
HLSO 305,HLSO,305,A,Health Promotion and Wellness,NH,Nursing & Health Professions,Health Sciences,200815,2,,,,ENGL 101,ENGL,101,UG,D,1,,,,
